job_id,title,description,formatted_experience_level,formatted_work_type,location,salary,key_skills,company_name_encoded,source_split
train-1480,assistant manager - business research - lifesciences,"- MBA with 6-8 years- experience, preferably in research, or related areas such as consulting or",6-8 yrs,,Mumbai,15to25,"marketing, business development, team management, company profiling..",425,train
train-1482,digital marketing manager ( b2b ),What youll do: Role description (KRA) Develop strategies and tactics to get the word out,4-9 yrs,,Ahmedabad,10to15,"social media, seo, sem, digital marketing, content writing, branding..",4355,train
train-1484,business analyst - implementation (p2p/s2p/erp/scm),"2-9 years experience in full Implementation Life cycle;Must have hands on Procurement, sourcing or",4-7 yrs,,Mumbai,10to15,"uat, procurement, case studies, life cycle, business analysis, test cases..",4934,train
train-1485,analytical consultant,1. At least 5 years of working experience in analytics;4. Experience in statistical techniques such as,4-9 yrs,Analytics,Bengaluru,15to25,"analytics, sql, r, python, tableau, spotfire, regression, clustering",74,train
train-1486,engine cooling system/ vehicle thermal analyst (1d simulation),1-5 years of experience in carrying out automotive cooling system performance analysis using 1D,1-5 yrs,,"Bengaluru, Pune",3to6,"1d simulation, engine cooling system, gt - suite, gt - cool, dymola, kuli..",2213,train
train-1487,chief manager - business analytics - credit risk,"- Experience in digital, always-on systems like real-time credit evaluations, e-commerce, digital",8-13 yrs,Analytics,Chennai,25to50,"business analytics, credit risk, credit, microfinance, data sciences..",3612,train
train-1488,data engineer - data modelling/sql/big data - consulting firm,"- Build the infrastructure required for optimal extraction, transformation, and loading of data from a",2-6 yrs,,Mumbai,10to15,"data engineer, data modelling, sql, big data, relational databases, hadoop",1989,train
train-1489,warehouse executive,Team player and good supervision knowhow;Awareness of process knowledge and industry working,2-3 yrs,,Gurgaon,0to3,"operations management, word, excel powerpoint, root cause analysis, problem..",1558,train
train-1492,senior manager - business development - credit rating sales,Candidate who are currently based in Mumbai and have business development experience in Research (Credit,3-8 yrs,,"Delhi NCR, Mumbai",15to25,"business development management, sales, channel partners, profitability..",1570,train
train-1493,data scientist,The person will be required to participate actively in cross industry data science related projects,4-9 yrs,,"Mumbai, Bengaluru",6to10,"machine learning, python, hadoop, iot, iot technology, mean stack..",4576,train
train-1494,data analyst,- Experience developing workbooks from multiple data sources using data blending;- Experience in,1-4 yrs,Analytics,"Mumbai, Gurgaon",10to15,"data analyst, analytics, data analytics, data management..",4479,train
train-1496,healthcare payer operations,"5 Must have experience in a collaborative, multi-disciplined team environment;Accenture Technology",2-5 yrs,,Bengaluru,3to6,"sql, business analysis, healthcare, visio, jira, business process..",190,train
train-1497,standard content management - presales proposal,You will be responsible to manage the content and database on standard topics of the organization,4-9 yrs,,Noida,3to6,"csr, content management, rfp responses, database management..",1319,train
train-1498,copywriter,"Upstox prides itself on a class-leading, mobile first user experience that allows our customers to",1-5 yrs,,Mumbai,6to10,"blogs, articles, social media, trading, copy writing, proof reading..",3699,train
train-1499,"senior analyst - spss, r, machine learning",The primary purpose of this role is to deliver analytical / decision services to Vodafone s businesses,3-8 yrs,Analytics,"Mumbai, Pune",3to6,"analytics, spss, analytical, automation, machine learning..",4745,train
train-1501,"hiring for ""securities pricing - asst. manager - mumbai",Should be able to perform testing of application for any new functionality introduced;Should be able to,4-9 yrs,,Mumbai,3to6,"people management, security pricing, pricing security, valuations..",4893,train
train-1502,senior executive,Excellent communication skills are required;Excellent communication skills are,1-3 yrs,,Ahmedabad(Vastrapur),0to3,"business development management, financial planning..",845,train
train-1503,engineer- electrical testing & analysis,"-Hands on experience in data acquisition system e.g;-Inquisitiveness, patience and detail-orientation",3-7 yrs,,Bengaluru,15to25,"electricals, measurement, acoustic, type measurement, load",1122,train
train-1504,brand manager - tea house - iim/mdi/isb/fms,- Prior experience in conducting customer research studies is an added advantage;- We are looking for a,3-5 yrs,,Bengaluru,10to15,"integrated marketing, brand management, brand communication, sales..",3503,train
train-1506,branch analyst,* Proven working experience as a credit analyst is a added advantage; Females only,0-1 yrs,,Karur,0to3,"computer knowledge, good communication",1245,train
train-1509,hcl - python automation testing - 5 to 9 years - noida,Strong Telecom domain experience and function as expert scripter on Python for automating test cases,5-9 yrs,,Noida,6to10,"python testing, python test engineer, python test lead, python qa lead..",1806,train
train-1510,business development manager- developer sales - housing.com,Company : Housing.com Location : Hyderabad,1-5 yrs,,Hyderabad,6to10,"business development, accounts manager sales, corporate sales, direct sales..",53,train
train-1511,quality executive,1.1.Pokayoke working condition and verification 2.Pending QPCR more than 15 days (Each shift,2-4 yrs,,Bawal,3to6,"process inspection, spc, rejection analysis, internal audit, 8d..",3515,train
train-1514,data analyst,Should be a quick learner with ability to learn new tools/technology quickly;Should be result &,5-10 yrs,,Bengaluru(Marathahalli),10to15,"data validation, sql queries, c, macros, hadoop, java, advanced excel, vb..",257,train
train-1515,project costing engineer,This role holder must ensure that all activities are carried out in compliance with the Companys,10-15 yrs,,Qatar,10to15,"planning, environment health safety, estimation, project control..",3399,train
train-1516,sap consultants,8-25 years SAP working experience with top global/regional MNCs or top tier consulting firms;Working,8-13 yrs,,Mumbai(Powai),10to15,sap,2443,train
train-1517,hiring 4 associate/ analyst/ insurance process/ non voice/ sal 3.5lpa,Under- Graduates(Backlogs): Candidates who have backlogs with 1 year international voice experience can,0-3 yrs,,Bengaluru,0to3,"international voice, customer support, non voice process, night shift..",3616,train
train-1519,am analytics - marketing / customer / operations analytics @ mnc bpo,"She/he will experience a wide range of problem solving situations, strategic to real-time, requiring",2-5 yrs,Analytics,Hyderabad,6to10,"analytics, predictive modeling, scm analytics",3848,train
train-1521,dynamics nav support executive (2-5 yrs exp),Should have been involved in at least 1 end to end NAV Implementation cycles;Should have a decent,2-5 yrs,,"Mumbai, Navi Mumbai",3to6,"microsoft dynamics ax, sql server, dynamics crm, c, microsoft dynamics nav",2216,train
train-1522,assistant manager financial planning & analyst (fp&a),Assist with analyzing actual results against budget and forecasts and prepare written analysis as,5-8 yrs,,Chennai,3to6,"finance, budgeting, financial analysis, financial planning..",4996,train
train-1524,"junior executive ipr- centre for ic&sr, iitm","Applications are invited for the following contractual post of "" Junior Executive",1-2 yrs,,Chennai,0to3,"patents, patent analysis, patent search, patent attorney, patent management..",2125,train
train-1526,manager - credit strategy - credit card domain,- 4 to 7 years of banking experience;Require professionals with Banking analytics experience (5-7 years,5-7 yrs,Analytics,"Delhi NCR, Gurgaon",6to10,"banking analytics, credit risk, credit card domain, ms office..",1969,train
train-1527,credit manager,Prior experience in corporate credit analysis in a global bank with relevant experience;Preferably CA or,5-10 yrs,,Noida,10to15,"corporate credit, credit analysis, financial statement analysis..",3593,train
train-1529,java architect - 60% in academic must - chandigarh,15+ years in technical development and solution architecture for enterprise applications and experience,10-20 yrs,,Chandigarh,6to10,"spring, lucene, hibernate, rest, soap, core java, web services, mysql..",3826,train
train-1530,senior software engineer - system programming - linux and c,Skills and Experience required: ;Bachelor degree or higher in Computer Science or related.,3-8 yrs,,Bengaluru,6to10,"c, software development, linux, system programming, operating systems..",328,train
train-1532,"associate software engineer analyst - hyderabad, ts",RPA Developer with 1+ year/s of hands on experience in UI Path and this position will be based at,1-6 yrs,,Hyderabad,0to3,"associate software engineer analyst - hyderabad, ts",3113,train
train-1534,accenture is hiring for marketing analytics-bangalore/gurgaon,3.7-6 years of work experience in consulting/analytics with reputed organization is desirable;Master,3-7 yrs,Analytics,"Bengaluru, Delhi NCR, Gurgaon",6to10,"customer analytics, machine learning, statistical modeling..",190,train
train-1537,devops/linux system engineer - aws/azure,- Strong experience in monitoring real time server performance;- Anyone who has experience on cloud,8-12 yrs,,Bengaluru,15to25,"mysql, mongodb, puppet, php, kvm, openstack, aws, open source, python, perl",4050,train
train-1541,agm/dgm - analytics lead - marketing function,"- Creates, designs analytics platform for cement marketing business. - Provides regular",12-15 yrs,Analytics,Mumbai,25to50,"marketing budget, cement marketing, integrated marketing, crm..",4750,train
train-1542,hris consultant (successfactors),"~10 years of experience in HRIS/technology administration and/or product management, including two years",8-12 yrs,,Pune(Kharadi),15to25,"hris, successfactors, sap successfactors consultant, employee central..",4904,train
train-1543,data scientist,- 2- 6 years of hands-on experience with R/Python and SQL is the must;- Should be able to handle,2-6 yrs,Analytics,Mumbai,10to15,"r, predictive modeling, logistic regression, predictive analytics..",4479,train
train-1544,java with hadoop developer f2f on sep 15th saturday@ bangalore,Must have skills: - 6 years IT experience in implementing large scale distributed systems for data,7-12 yrs,,Bengaluru,6to10,"java, hadoop developer",1403,train
train-1545,scheduled drive | pre-sales consultant |cyber security,"Overall 6-12 years of IT experience, with minimum 3-6 years of experience in Security related",6-11 yrs,,Noida,15to25,"presales, technical architecture, solution design, solution selling..",1892,train
train-1546,"quality analyst,",Photocopy of Experience ( Should have proper joining & relieving documentation;Candidate,2-4 yrs,,Hyderabad(Ameerpet),0to3,"general insurance, feedback, strong communication skills, call center..",4220,train
train-1547,tr customer support officer,"Good analytical, logical and reasoning skills;Good at multitasking should be able to toggle between",0-2 yrs,,Pune,3to6,"customer support, analytical, computer fundamentals",2840,train
train-1548,director - human resource/leadership development,- 10+ years experience;Minimum 3-5 years of experience in Leadership,10-12 yrs,,Mumbai,10to15,"hr, learning, talent management, leadership development, team management..",1031,train
train-1549,us it technical recruiter (only males),"Should be ready to join within 10 days;6. Experience in various search/sourcing methods, including",2-6 yrs,,Hyderabad(Film Nagar),0to3,"us it recruitment, us staffing, technical recruitment, it staffing..",881,train
train-1550,asst. manager - agrochemical business development,Ability to develop good relationships with current and potential,4-6 yrs,,Hyderabad,0to3,"business development, lead generation, cold calling, sales forecasting, new..",4712,train
train-1552,analytics manager,Ideal candidate should be able to drive customer engagement and always exhibit thought leadership and,5-10 yrs,Analytics,Gurgaon,25to50,"deep learning, machine learning, natural language processing, r, python..",1720,train
train-1553,entrepreneur in residence - ecommerce - iit/ iim/ isb,- Engineering/ MBA from Tier 1 institutions from India/ abroad eg IITs/ NITs/ BITs/ IIMs/ ISB with 0-3,6-11 yrs,Analytics,Mumbai,15to25,"online marketing, marketing analytics, mobile commerce, product development..",3275,train
train-1554,program control services,Accenture Technology powers our clients businesses with innovative technologies established and emerging,3-6 yrs,Analytics,Pune,3to6,"project management, analytics, outsourcing, operations, financial analysis",190,train
train-1556,urgent business head - solar mounting structure division,"- Build brand focus, ensure maximum brand visibility and capture optimum market shares;- Well versed",15-20 yrs,,other city,25to50,"sales support, marketing budget, finance, budgeting, rfp, business analysis..",1826,train
train-1557,data scientist/engineer,Experience with implementing machine learnt classification models;Experience with ML on map/reduce big,5-10 yrs,,Bengaluru,10to15,"natural language processing, text mining, machine learning, hadoop, nlp..",4580,train
train-1558,hiring 4 security operations/ technical analyst/ b2b process/ uk shift,"* Possess good communication skills, both oral and written;* Possess good analytical skills - detail",1-4 yrs,,Bengaluru,0to3,"security operations, action plan, technical analysis, uk shift, it analyst",3616,train
train-1560,machine learning/ artificial intelligence- data scientist,"Experience in complete modelling process (Problem statement definition, Data exploration & pre",5-10 yrs,,Hyderabad,10to15,"machine learning, artificial intelligence, statistical modeling, big data..",4655,train
train-1561,product manager - customer engagement,"Experience building online services, preferably consumer-facing;Must have the ability to work",3-8 yrs,,Mumbai(Vikhroli),10to15,"marketing automation, product management, customer engagement..",1611,train
train-1564,urgently required for digital marketing executive,"Collaborate with designers to improve user experience;certified from Google Adward, Knowledge in web",1-4 yrs,Analytics,Kolkata,3to6,"seo, google adwords, digital marketing, google analytics, webtrends, online..",2568,train
train-1565,assistant general manager - sales coordination,"Should have the ability to read any financial documents, especially cash flow statements, market trends",5-10 yrs,,Gurgaon,15to25,"project sales, sales management, sales presentations..",4422,train
train-1567,team leader - data warehouse,- Candidates with strong technical backgrounds and good communication skills looking to take the next,5-9 yrs,,Bengaluru,10to15,"oracle, teradata, data warehousing, amazon redshift, engagement management",2319,train
train-1569,senior data engineer urgent requirement)(immediate joining),"Expertise in building data integration and preparation tools using cloud technologies (like Snaplogic,",4-8 yrs,,Hyderabad,3to6,"sql development, rest, scala, java, nosql, spark, node.js, postgres..",4984,train
train-1571,openings on aem developer.,"Good Understanding of end-to-end content lifecycle, web content management, content publishing/deployment",4-9 yrs,,"Delhi NCR, Bengaluru",3to6,aem,2794,train
train-1572,business analyst (ba) for a top product mnc,2. Should have sound understanding of the software development life cycle; 1. Should have,4-6 yrs,,Mumbai,10to15,"business analysis, reference data, capital market",1554,train
train-1573,analyst/associate - investments,- You must have strong analytical ( quantitative as well as qualitative) skills including building,2-5 yrs,,Delhi NCR,15to25,"finance, financial modelling, financial statement analysis..",4945,train
train-1574,associate - financial modeling & contract analysis - iim/fms/xlri/iift,- 0-2 years work experience for Associate;- Preferred (experience with banks or funds or similar,0-2 yrs,,Delhi NCR,6to10,"accounting, finance, taxation, financial modelling, auditing..",429,train
train-1578,senior business analyst - fmcg domain - iit/nit/bits,The position required for an individual to manage Decision Points client engagement end to end which,3-5 yrs,Analytics,"Delhi NCR, Gurgaon",10to15,"sales, business analysis, marketing, data analytics, excel powerpoint, team..",1168,train
train-1579,robotic process automation professional,Expert in Robotics Process Automation and design technique as well as experience working across large,6-10 yrs,Analytics,Bengaluru,6to10,"natural language processing, machine learning, python, text analytics, java..",3106,train
train-1580,java software engineer / java applications programmer,We have an Urgent Opening for Java Software Engineer to one of our esteemed client is a leading,5-9 yrs,Analytics,Bhubaneshwar,3to6,"software engineering, java, data analytics, soap, gwt, gxt, struts..",4622,train
train-1581,immediate openings for powerbi in hyderabad location,"Our deep understanding of business needs, and of the talent required to meet those needs, provides us",3-7 yrs,,Hyderabad,0to3,"power bi, power bi developer, sql developer, ssrs, ssis, msbi, ms sql..",2031,train
train-1582,purchasing manger - textile effects,Experiences: At least 10 years experience in Purchasing or Sourcing preferably in the chemical industry,10-12 yrs,,Mumbai,10to15,"business strategy, chemical, contract management, assurance, cost reduction..",1987,train
train-1583,senior manager - retail analytics - analytics firm,- Desired 2-4 years of relevant experience in retail/media domain;- Must have 2-4 years of hands on,13-15 yrs,Analytics,"Bengaluru, Delhi NCR",25to50,"sas, logistic regression, chaid, r, data analytics, anova, excel..",1988,train
train-1584,qlikview developer,"Good Data Analysis Skills in identifying different trends, patterns and other data issues within dataset",6-8 yrs,,Bengaluru,6to10,qlikview,930,train
train-1585,financial controller/head of finance,4+ years of experience working in a small-to-medium size onshore-offshore consulting services company,12-18 yrs,Analytics,Chennai,25to50,"finance, financial control, accounts payable, accounts receivable..",4458,train
train-1586,principle java lead,"Experience working on a distributed, large scale platform where scalability, reliability and performance",6-10 yrs,,Chennai,10to15,"core java, apache tomcat, postgresql, mysql, nosql, json, sql, gradle..",2312,train
train-1587,marketing manager,You should have a strong grasp of current marketing tools and strategies and be able to lead integrated,4-7 yrs,,Bengaluru(HSR Layout+1),15to25,"sem, display advertising, seo, digital marketing, online marketing, digital..",3922,train
train-1588,senior associate -research,Good Knowledge of Search Engines and database preferably;Note: Academic Scores should be through out,2-4 yrs,,Gurgaon,0to3,"research, research analyst, market research, business research..",498,train
train-1589,vice president - project management office - financial services,"- Good knowledge of banking applications such as TMl/Axiom/ICE, etc., experience in handling/leading",12-15 yrs,,"Gurgaon, Gurugram",25to50,"project management, accounting, mba finance, prince2, investment banking..",4061,train
train-1590,head - research & innovation - ai/ml/nlp - online/ecommerce - iit/nit/,"- Strong experience in translating business requirements into prototype design, addressing the how of",10-15 yrs,,"Bengaluru, Gurgaon",25to50,"deep learning, machine learning, natural language processing, nlp, python..",2914,train
train-1591,infra. solutions lead,Experience atleast 10 years in managing Platform & Storage with core domain knowledge and hands-on,12-15 yrs,,Mumbai,15to25,"networking, storage, network security, high level design..",925,train
train-1592,product business - senior data analyst - survey,"Bachelor degree or masters degree with demonstrated high academic achievement in analytics, data science,",4-6 yrs,analytics,Gurgaon,6to10,"multivariate analysis, sas, data analytics, r, segmentation..",4411,train
train-1594,senior analyst -fc analytics,7. Previous experience of 2-3 years working in analytics role;3. Build automated tools and dashboards as,1-3 yrs,Analytics,Gurgaon,6to10,"sql, excel powerpoint, tableau, vba, r, statistical programming..",1100,train
train-1595,hiring for finance manager for greater noida location,6+ years experience in a financial management position;Proven strategic planning experience at the,6-8 yrs,,Greater Noida(Swaran Nagri),10to15,"accounting, finance, budgeting, taxation, forecasting, auditing..",2576,train
train-1596,gm - btl marketing,Job Responsibilities: Essentially a complete sell-out management job Monitoring,5-10 yrs,,Delhi NCR,6to10,"sales, marketing, promotions, btl, key account management, key accounts..",1580,train
train-1597,senior manager - etrm front office,Can consider persons not meeting total experience requirement - however should be minimum 5+ years,10-16 yrs,,Pune,25to50,"software development methodologies, waterfall, etrm, business process..",311,train
train-1598,lti opportunity - technical business analyst,* Minimum of 6 years of experience as a business analyst in a financial services company;* Experience,7-12 yrs,,"Pune, Bengaluru",15to25,"business analysis, business technical analyst, business financial sector..",2466,train
train-1599,lead android developer - sdk/ performance tuning,- 3+ years of experience with building quality Android apps;- Develop cutting edge user experience for,3-7 yrs,,Bengaluru,15to25,"product design, test driven development, memory management, user experience..",1993,train
train-1601,"business development manager, business development executive","*Minimum experience of 1 year in Online Bidding on portals like Upwork, Guru, Freelancer, etc;*Required",1-5 yrs,,Noida(Sector-60 Noida),6to10,"guru, business development management, online bidding, sales..",2584,train
train-1603,manager/ assistant manager - ccar/ stress testing,"- Banking, Credit cards, 1-2 years work experience in SAS/analytics, modeling, statistics;Expected",3-6 yrs,Analytics,Delhi NCR,6to10,"sas sql, linear regression, excel, ccar, time series, banking, analytics..",1969,train
train-1604,digital marketing specialist,- 1+ years of experience in mobile or online marketing with a track record of building and executing,2-5 yrs,Analytics,Ahmedabad(Ashram Road),3to6,"digital marketing, seo, sem, online marketing, google analytics..",3537,train
train-1605,model validation role - bank,"- 7 to 10 years in relevant consumer finance or credit card industry experience to include model testing,",7-10 yrs,,Bengaluru,10to15,"sas sql, model validation, segmentation, model development..",3382,train
train-1606,head finance | manufacturing co. | noida,"Proficient in conducting financial analysis, implementing systems & procedures and exercising",9-14 yrs,,Noida,10to15,"finance, accounting standards, financial analysis, financial reporting..",1845,train
train-1607,service now developer @ hyd.contract to hire- interview @ 03-nov(sat),The position drives the learning of new skills while broadening experience with new challenges while,4-8 yrs,,Hyderabad,10to15,"servicenow, service now",1310,train
train-1608,senior mgr - finance - only from nbfc background,"Good working knowledge of Indian Accounting standards, companies act and Income tax act Knowledge of RBI",5-9 yrs,,Gurgaon,10to15,"accounting standards, finance, taxation, auditing, financial reporting..",2565,train
train-1611,urgent job vacancy for clinical sas programmer- team manager/team lead,Establish a good rapport with the team;Qualification:Graduate in Mathematics/ Statistics/,6-11 yrs,,"Mumbai, Bengaluru, Pune",10to15,"sas, sdtm, adam, statistical programming, statistics, life sciences..",2573,train
train-1612,senior software engineer - web developer,- Experience with a documented software development processes or familiarity with FDA and ISO standards,5-7 yrs,,"Gurgaon, Gurugram",10to15,"javascript, jquery, asp.net mvc, sql server, c#, azure, css, node.js..",4121,train
train-1614,manager - sales & marketing - fmcg,CORE RESPONSIBILITIES: - Preparing and managing marketing plans and budgets.,5-10 yrs,,Mumbai,15to25,"sales management, fmcg marketing, advertising, promotions, market analysis",2423,train
train-1616,account/marketing analyst,- 1-2 years of relevant work experience;- Previous experience in account management and email marketing,1-3 yrs,,Gurgaon,10to15,"offline marketing, market research, marketing analysis, account management",4636,train
train-1617,seo expert,"Should be capable of Managing the website- content, pages, performance, monitor and correct non",5-9 yrs,Analytics,Noida,15to25,"seo analysis, keyword research, google analytics, web analytics, page, lead..",3544,train
train-1618,l&t infotech abinitio developer interview in hyderabad- spot offers,-Extracting business requirement and proposing suitable technical solution from ETL side;-Strong Data,4-9 yrs,,"Mumbai, Bengaluru, Chennai, Pune",15to25,"sql, unix shell scripting, data warehousing, etl, autosys, ab initio..",2468,train
train-1619,associate vp - analytics - life insurance - iim / isb/ xlri/ fms/ mdi,- Experience in banking domain with knowledge across customer lifecycle is must;- Candidate should have,7-12 yrs,Analytics,Delhi NCR,15to25,"analytics, analytics head, banking, life insurance, sas, people management",1970,train
train-1620,qlikview consultant - kpo,- 4-7 years of relevant Analytics experience with focus on problem solving;Qualification &,2-7 yrs,Analytics,Anywherein India,6to10,"sql, qlikview, qlikview consultant, consultant",4326,train
train-1622,operations manager (ic role) f&a domain only,About Aon Aon plc (NYSE:AON) is a leading global professional services firm providing a broad range,9-14 yrs,,Bengaluru(EPIP Zone),6to10,"operations management, project management, capacity planning..",397,train
train-1623,hiring : llb / llm (law): graduates/ interns /students- walkin,Logical thinking and good decision-making abilities;Escalate queries based on sample documents as and,0-0 yrs,,Mumbai,3to6,"legal process outsourcing, business solutions, business services..",2046,train
train-1624,general manager - finance - omni channel/ecommerce,- Strong preference for previous work in start up;- Post Qualification 5 to 12 years of experience,11-14 yrs,,Mumbai,15to25,"finance, finance head, investor relation, compliance..",3274,train
train-1625,digital marketing manager,- Utilize strong analytical ability to evaluate end-to-end customer experience across multiple channels,10-17 yrs,,Bengaluru,15to25,"digital strategy, digital marketing",612,train
train-1627,lead engineer - backend,Minimum of 8 years of software design and development experience with distributed highly scalable,8-10 yrs,,Mumbai,10to15,"java, junit, scala, rest, docker, continuous integration, crucible..",1821,train
train-1628,web analyst,Experience of developing reporting and demonstrable success in taking this reporting and producing,1-4 yrs,Analytics,Vadodara,3to6,"data analysis, data analytics, web analysis, google adwords..",1144,train
train-1629,associate vice president - analytics - sas - bank,- Experience in banking domain with knowledge across customer lifecycle is must;- Candidate should have,13-15 yrs,Analytics,"Delhi NCR, Gurgaon",25to50,"analytics, sas, banking, insurance, analytics head",1988,train
train-1630,product manager - insurance / third party product,Qualifications and Experience Requirement;MBA from a good B,8-13 yrs,,Mumbai,25to50,"sales, business development, product management, strategy, new business..",1005,train
train-1632,tech mahindra is hiring for voice process for pune & mumbai.(tn),SSC having 1 year international voice experience into a BPO;HSC and Graduates having 6 Months domestic/in,1-6 yrs,,Pune,0to3,"international call center, international bpo, international voice process..",4368,train
train-1633,etl developer job opening,The successful candidate will be an experienced database/ETL developer with 2+ years of experience in,2-5 yrs,,Hyderabad,6to10,"talend, etl",4638,train
train-1634,manager - risk & information management,Role purpose Support department head in maintaining and enhancing,8-13 yrs,,Bengaluru(Ulsoor),15to25,"credit risk management, linear regression, model development, sas..",3,train
train-1635,looking for analytics professional,"- Can help in sales (BD) with good Sales Capture and origination skills (selling skills, however Primary",3-8 yrs,Analytics,"Bengaluru, Chennai",15to25,"r, sales, sas, analytics, statistical modeling, logistic regression..",3919,train
train-1636,business analyst - product team - iit/ nit/ bits,"- Possess a keen eye for detail, for it will be required to understand a complex product like mobile",3-5 yrs,,Bengaluru,6to10,"payments, business analysis, implementation",5016,train
train-1638,staff software engineer data platform,"Experience in supporting large enterprise applications;Bachelor or Master Degree in Computer Science, or",7-8 yrs,Analytics,Bengaluru,6to10,"big data analytics, predictive analytics, software engineering, java, scala..",4627,train
train-1640,"analytics lead/manager-thiruvananthapuram, kerala, india","8 to 10 years experience working with stakeholders in a business environment, working across cross",8-13 yrs,Analytics,Trivandrum,10to15,"r, tableau, sas, analytics, spotfire, project management..",2636,train
train-1641,hiring for genre research-media,This role would be required to publish reports/presentations of new program/events and,1-5 yrs,,Mumbai,3to6,"research, research analyst, market research, consumer insights, genre, bmw",848,train
train-1642,test engineer,Experience should have worked with full product life cycle;Must exhibit a highly organized approach to,1-3 yrs,,Navi Mumbai,0to3,"functional testing, test engineering, test cases, database testing..",2072,train
train-1644,general manager â€“ qa & qc,Ph D in Analytical Chemistry with 10-15 years of experience in QA and QC;Must have faced international,12-20 yrs,,Hyderabad,15to25,"quality control, qa management, finished products, general management, cro",2078,train
train-1646,junior analyst - procurement - contractor,You possess good analytical and problem-solving skills;You are a good listener and can adjust to a wide,0-1 yrs,,Gurgaon(Sohna Road),3to6,"procurement, supply chain management",2744,train
train-1647,hiring for sap hana studios for experis it bangalore.,Experience on SDA for real time data replication;o SAP HANA modelling and scripting experience including,4-8 yrs,,Bengaluru,15to25,"bex, sap bw, query designer, reporting, sap hana, abap, sql..",1435,train
train-1648,head - digital marketing & strategy - internet/ online,Broad Marketing experience: deep knowledge and distinct track record of different aspects of traditional,8-12 yrs,,"Bengaluru, Hyderabad",15to25,"digital marketing, online marketing, branding, marketing strategy..",4298,train
train-1651,executive / am sales / sr counselor -- chennai,"FRESHERS with Good communication skills , reasonably good academics (above 60\%) OR Graduated from",1-6 yrs,,Chennai,3to6,"student advisor, career advisor, enrollment executive, sales, counselling..",2036,train
train-1652,business analyst,Able to provide solutions to the client in-line with their business requirement keeping within the,1-2 yrs,,Chennai(Kotturpuram),0to3,"business analysis, hrms, bfsi, erp, client interaction, use cases..",951,train
train-1654,korean/arabic language expert in gurugram - usa based company,It can be a fast-paced environment and the candidate should be target driven and be able to keep up-to,1-2 yrs,,Gurgaon(Udyog Vihar),0to3,"writing skills, content writing, content development, communication skills",137,train
train-1656,senior software engineer/ analyst,Experience of working in geographically distributed and culturally diverse work-groups with strong;Must,6-10 yrs,,"Bengaluru, Hyderabad",15to25,"wcf, c#, winforms, wpf, net framework, sql, oop, apache camel..",4655,train
train-1657,manager- financials & governance professional,- 4-6 years professional experience at a large financial institution and/or in a Financial,4-6 yrs,,Mumbai,6to10,"legal compliance, finance, anti money laundering, aml, due diligence..",2831,train
train-1659,contract analyst - lpo - llb/ llm,"- Hands-on experience in interpretation, modeling, reporting and analysis of complex contracts data and",1-3 yrs,,Bengaluru,6to10,"legal documentation, agreements, commercial contracts, due diligence..",413,train
train-1660,solution consultant,The person should have a goof experience of working in or with pre-sales team;4-8 years experience in,4-8 yrs,,"Bengaluru, Gurgaon, Delhi NCR, Mumbai",6to10,"product sales, product marketing, product management, sales training, sales..",975,train
train-1662,managing consultant hospitality domain,Should have a clear understanding of where the industry is moving and how new age digital solutions are,5-10 yrs,,Bengaluru,10to15,"cms, forecasting, hospitality, analytical skills, business analyst..",4822,train
train-1663,associate-core modeling analytics/forecasting (4-7 years),An exciting techno-functional role with a Global Banking and Financial firm for a Modeler holding 4-8,4-8 yrs,Analytics,Bengaluru,15to25,"business banking, sas programming, risk modeling, sql, model development..",1054,train
train-1664,"hiring up for ""data engineer"" for @ kolkata/jamshedpur/kalinganar",Experience in design and development of extract transform load flow (ETL) to support data integration,3-7 yrs,,Kolkata,15to25,"sql, data analysis, data extraction, etl, data integration, unix..",7,train
train-1665,technical lead - bio statistics.,M.Sc Statistics/Biostatistics with minimum 3 years of experience in clinical trials domain in the,3-8 yrs,,"Mumbai, Bengaluru, Hyderabad, Pune, Ahmedabad",15to25,"statistical analysis, monthly reports, quality standards..",2941,train
train-1667,data scientist - r/python,"- Solid experience in one dynamic scripting language (Python, R)"";-Related field or 6 additional years",3-7 yrs,Analytics,Delhi,10to15,"r, machine learning, predictive analytics, predictive modeling..",5005,train
train-1668,bi & analytics head - iim/isb/iit,"- Will work with product, technology and operations teams to drive complex data and trend analyses to",7-12 yrs,Analytics,"Delhi NCR, Gurgaon",15to25,"sql, advanced excel, analytics, project management, tableau, dw..",3275,train
train-1669,senior manager - ccar modeling - bfs,"- Advanced Degree (Bachelors Degree Required, Masters Degree Preferred) in Statistics, Applied",6-11 yrs,,Gurgaon,10to15,"model validation, ccar, statistical modeling, sas sql, model development..",1969,train
train-1671,"walk in for it recruiter, gurgaon","Should have experience on technology hiring like PHP, JAVA, Python, Data Scientist, machine learning",1-2 yrs,,Gurgaon,3to6,"java, python, it recruitment, machine learning, php, database, sourcing..",498,train
train-1673,software development manager - java,- Experience with large scale distributed systems;- At least 6+ years of relevant experience which,7-12 yrs,,Bengaluru,15to25,"shipping, java, software development, agile methodology..",4061,train
train-1675,office administrator,"Proven experience as an office administrator, office assistant or relevant role;High school diploma; BSc/",1-3 yrs,,Bengaluru(HSR Layout),0to3,"office administration, travel management, payroll management, hr generalist..",3765,train
