job_id,title,description,formatted_experience_level,formatted_work_type,location,salary,key_skills,company_name_encoded,source_split
train-4323,urgent!!! opening for it recruiter |client location | lower parel, Experience: 2 - 5 years of ...,2-5 yrs,,Mumbai,0to3,"it recruiter, sourcing, recruiter, headhunting , screening, recruitment...",57,train
train-4324,opening for sr. it recruitment consultants flexible hrs work from home,One should be open to handle complete recruitment cycle for complex and challenging IT requirements for ...,3-8 yrs,,Delhi NCR,6to10,"it recruiter, recruitment, talent acquisition, head hunting, recruiter...",4120,train
train-4325,hr analyst,The incumbent will be required to coordinate various recruitment processes spanning a number of teams ...,3-6 yrs,Analytics,Noida(Sector-7 Noida),3to6,"HR Analyst, HR Analytics, HR Recruiter, Recruitment & Analysis, Recruitment...",4329,train
train-4326,executive sales coordinator,"Computer knowledge (internet, MS Office, A dvance MS Excel  etc.),  Should be able to create ...",4-8 yrs,analytics,Mumbai,6to10,"sales coordination, ms office, letter drafting, business analytics...",4881,train
train-4327,product manager - ahmedabad,  Candidate having thorough    technical/product  knowledge  of Industrial products especially ...,5-10 yrs,,Ahmedabad,6to10,"technical marketing, sales support, product management, new product, online...",299,train
train-4328,excellent job opportunity  for ios developer( immediate joiner),Plz note: shortlisted candidates should be available for F2F Interview;Qualification:Any Graduate/post ...,3-6 yrs,,Pune(Kalyani Nagar),0to3,"Android, Agile Methodology, Product Life Cycle, Performance Analysis...",2145,train
train-4329,sr java developer - xml/json,"- Must have hands on handling complex data for persistence storage in device;- Must have good analytical, ...",4-8 yrs,,Bengaluru,6to10,"XML, JSON, Java, Technical Leadership, Project Management, Scalability...",1002,train
train-4330,software engineer,Description:    A description is considered mandatory. This job posting will be rejected if the ...,4-8 yrs,,Hyderabad,10to15,"Javascript, Hibernate, DHTML, ExtJS, Business Analyst, J2Ee, Software...",2986,train
train-4332,data modeler gfts emea,Demonstrates an in- depth understanding of how the development function integrates within overall ...,5-10 yrs,,Chennai,10to15,"SQL, Oracle, Production support, Teradata, RDBMS, Business analysis...",911,train
train-4333,big data development lead,The candidate should have 6-10 years experience building and designing in software development and ...,6-10 yrs,Analytics,Pune,10to15,"Big Data Development Lead, Big Data Development, Big Data, Analytics, UNIX,...",911,train
train-4334,android developer,Good to have - Prior experience in integrating security patches &  Fixing issues on Google ...,5-8 yrs,,Bengaluru,6to10,"C, C++, Android Framework, Core Java, OOPS, Linux Driver, GIT, Debugging...",2045,train
train-4335,project manager,10 years project management experience PMP certification Preferred Additional skills Business analysis ...,10-12 yrs,,Gurgaon,10to15,"Project management, Business analysis, PMP...",4541,train
train-4336,cloud engineer manager,Experience in cost benefit analysis experience based on the design and pricing of the services;Ideal ...,10-15 yrs,,"Hyderabad, Pune",15to25,"Managed Services, Customer Engagement",1022,train
train-4339,manager- healthcare center| clove dental- india's largest dental chain,"Excellent communication skills, a strong customer focus and a good telephone manner, the ability to work ...",10-15 yrs,,Delhi,15to25,"soft skills training, contact center, inbound process, call center...",4066,train
train-4342,acn - digital - analytics - fs analytics - 7,Preferable if selling abilities have spanned across both technology and functional aspects.5 to 7 years ...,2-7 yrs,Analytics,Bengaluru,6to10,"SAS, Logistics, Operations research, Analytical, Digital marketing...",190,train
train-4343,openings for mis executive / data analyst for hyderabad location,Ability to grasp inputs and deliver the required reports as per requirement;Experience :3 to 4yrs ...,3-6 yrs,,Hyderabad,0to3,"Data Analysis, mis, mis executive, mis excel",4219,train
train-4344,analyst cum office coordinator,Must have good communication skills (verbal and written);- Good Internet skills / computer skills;- Is ...,0-2 yrs,,Bengaluru,0to3,"excel, competitor analysis, market research, ms office...",3311,train
train-4346,business analyst,Experience in analysing data to draw business- relevant conclusions and in data visualization techniques ...,1-3 yrs,,Hyderabad,0to3,"business analysis, manager quality assurance, technical writing, monitoring...",598,train
train-4350,full stack developer (1-4 years experience),"- Prior experience in webscrapping , web automation is a plus;- A college degree in engineering, ...",1-5 yrs,,Bengaluru(Old Airport Road),0to3,"HTML, Javascript, CSS, JSON, JQuery, DOM, PHP, XML, Java, Front End",119,train
train-4353,senior manager/head - digital marketing - internet/online,- Experience of driving innovative customer acquisition through digital marketing in/for a product ...,3-6 yrs,,"Ahmedabad, Gujrat",10to15,"SEO, Digital Marketing, SEM, SMM, SMO, Online Marketing, AdWords...",1002,train
train-4357,growth hacker,"- Experience with mobile userbases, cohort studies, ROI analysis, revenue-per-user metrics;- Conversant ...",2-6 yrs,,Mumbai,10to15,"referral marketing, sales, activation, social media, SEO, SEM, SMM...",3838,train
train-4359,devops lead - continuous integration & continuous delivery,"- Bonus points for experience with high level language programming (Python or Ruby), JVM languages like ...",3-8 yrs,,"Bengaluru, Chennai, Mumbai, Kolkata, Pune",15to25,"Java, NoSQL, MySQL, MongoDB, Graphite, SCALA, Clojure, Ansible, Ruby...",16,train
train-4361,project manager,Experience in managing change and prioritization in a fast-changing ...,5-7 yrs,,Delhi NCR(Jasola),10to15,"project management, project tracking, project planning, execution...",4255,train
train-4362,meetings enablement coordinator,"Additionally, this role is responsible for ensuring systems are in place to accurately capture meeting ...",3-7 yrs,,Gurgaon,10to15,"event management, event planning, event operations, vendor management...",4412,train
train-4363,vp - business analyst - group finance change team,"Strong academic background - 1st /2nd class honours, minimum bachelor degree from a reputable ...",11-20 yrs,,Chennai,15to25,"Business Analyst, Business Analysis, Regulatory Reporting...",669,train
train-4366,manager - marketing analytics - banking domain,Looking for candidates who are having 4+ years of experience in marketing analytics and are comfortable ...,5-7 yrs,Analytics,"Delhi NCR, Gurgaon",6to10,"R, Marketing Management, Market Segmentation, Machine Learning...",1969,train
train-4367,web designer for market research firm at thane west, You would be spending most of the day designing for the web  (we dont require candidates who ...,4-5 yrs,,Mumbai,3to6,"photoshop, indesign, illustrator, adobe creative suite, acrobat...",1391,train
train-4369,vice president - analytics - bank,Hands on experience in building large Scale Computational Algorithms to convert machine learning ...,11-14 yrs,Analytics,Bengaluru,15to25,"Deep Learning, R, Machine Learning, Python, Stakeholder Management...",3382,train
train-4371,junior manager finance urgent requirement,Represent company all external forum such as Group HQ/Regional HQ/Tax Authorities/Govt.Agencies if ...,2-4 yrs,,Pune(Laxmi Road),3to6,"Accounting, Financial Statements, Finance, Financial Planning...",3142,train
train-4373,manager - sas + predictive modelling - banking - iit/iim/dse/jnu/isi/n,- Experience in BASE SAS for 4-7 years (MANDATORY);- Team management / mentor ship experience is must ...,4-7 yrs,,Gurgaon,10to15,"Linear Regression, Base SAS, Predictive Modeling, Segmentation...",1989,train
train-4374,ushyaku software solutions - android developer - java/android studio,"""Support rapid prototyping of new concepts generated through the Mobile Apps, should be well versed at ...",2-5 yrs,,"Gurgaon, Gurugram",6to10,"Android Development, CSS, Laravel, Java, Javascript, JSON, Html5, PHP...",4588,train
train-4375,spark developer at hyderabad,"Hands on experience in Functionalities like: Map, Flatten, FlatMap, List, Options, Filter, GroupBy, etc ...",4-8 yrs,,Hyderabad,15to25,"backend developer, software development, Spark, Software Engineering...",4528,train
train-4376,analyst - strategy & algorithm - high frequency trading - iit,"- Post-Graduate degree in statistics, finance, mathematics, engineering (Computer Science preferred) or ...",1-3 yrs,,Delhi NCR,10to15,"c++, .net, high frequency trading, matlab, c#, quantitative analysis...",1970,train
train-4378,executive / sr. executive/ am / dm - quality control ( lims ),"LIMS Qualification of  IQ, OQ and PQ (Preferably on Labware LIMS ...",2-7 yrs,,Vadodara,6to10,"LIMS, Test Preparation, Analysis, Computer System Validation, specification...",298,train
train-4379,financial analyst,  Preparing MIS Reports  Analyzing the Financial Data  Data Analysis ...,1-5 yrs,,Mumbai(Sahar),0to3,"financial analysis, data analysis, Financial Reporting, Financial Planning,...",866,train
train-4380,associate vice president - analytics - risk capability- iit/nit/bits,- MBA/MCA/Engineering from a top-tier college preferably in IT/Finance;- Assist the team throughout SDLC/ ...,10-15 yrs,Analytics,"Delhi NCR, Gurgaon",15to25,"project management, sdlc, project documentation, it projects...",1969,train
train-4381,senior analyst / assistant manager - equity research,The candidate should ideally have handled more than one project at a time or handled team of 2 to 3 ...,3-7 yrs,,"Mumbai, Gurgaon",10to15,"Investment Research, Equity Research, Finance, Financial Modelling...",425,train
train-4383,walk in for market research role from 23rd oct to 26th oct,"Develop good understanding of market, industry and technology and prepare syndicated reports, articles ...",1-3 yrs,,Bengaluru,6to10,"Primary Research, Excel, Market Research, Powerpoint, Word, Data Analysis...",2147,train
train-4384,executive / senior executive - sourcing,Incumbent should display technical judgment with respect to supply chain risks;Experience in handling OE ...,6-10 yrs,,Pune,10to15,"logistics planning, procurement, purchase, alternate sourcing, supply chain...",4825,train
train-4385,ux specialist/consultant | godrej infotech ltd,"5-7 years creating user experience wireframes and prototypes;Work with graphic designers, strategists ...",5-10 yrs,,Mumbai(Vikhroli),10to15,"ux, user research, user experience, interaction design, ui specialist...",1754,train
train-4387,job opening for plsql-mis with housing finance company,"Should have worked with Business Analytics tools ;Proven experience with PL/SQL, should have worked with ...",2-4 yrs,Analytics,Mumbai,0to3,"PLSQL, MIS, Data Warehousing, Adhoc, Function, procedure, triggers...",291,train
train-4389,data science,Experience doing this with common analytic platforms is required;- Must have experience deriving ...,4-9 yrs,Analytics,Hyderabad,10to15,"MS SQL Server, SAS, Marketing Analytics, Statistical Software, R, SPSS...",3458,train
train-4390,digital marketing executive,"  Plan&execute all digital marketing,including SEO/SEM, marketing database,email,social ...",2-7 yrs,,Chennai,0to3,"Digital Marketing, SEM, SEO, Google AdWords, Display Advertising...",3454,train
train-4392,general manager - international business - fmcg,"- Around 10 years of post-qualification experience, of which major part should be in handling ...",10-15 yrs,,Delhi NCR,25to50,"International Business, Strategy Development, Channel development...",1835,train
train-4393,executive - digital marketing,"> Lead the development of innovative campaigns that drive brand awareness, consideration and ...",1-6 yrs,,"Mumbai, Navi Mumbai",6to10,"digital marketing, social media marketing, marketing campaigns...",4106,train
train-4396,data scientist,  Interact with business users to understand the processes responsible for data generation ...,2-4 yrs,,Bengaluru,3to6,"Data Mining, R, Process Analysis, Effective Communication, Python",3865,train
train-4397,budget analyst,"  "" Review budget proposals and funding requests   Conduct cost/benefit and other types ...",2-4 yrs,,Bengaluru,3to6,"Budgeting, Vendor Management, Budget Analyst, funding, Budgetary Control...",2860,train
train-4398,urgent required hr head for noida,Should have Liaising with respective government ...,3-5 yrs,,Noida(Sector-63 Noida),6to10,"HR Operations, Recruitment, Benefits, Training Need Analysis, Wages...",3080,train
train-4399,sap successfactors workforce analytics developer,Work experience on various middlewares nice to have worked with Workforce SW Product;Experience in SQL ...,6-9 yrs,Analytics,Bengaluru,10to15,"SAP SuccessFactors Workforce Analytics Developer, SAP SuccessFactors...",1871,train
train-4400,avp - investments - real estate institutional fund,- Should have experience and aptitude to work with large-size real estate promoters and their management ...,6-8 yrs,,Mumbai,6to10,"Finance, Financial Modelling, Financial Analysis, Financial Institutions...",3338,train
train-4401,full time digital marketing trainer,Candidate must have at least 2 years of experience of working on different  digital marketing platform ...,1-6 yrs,,"Kanpur, Lucknow, Agra",0to3,"digital marketing, seo, email marketing, youtube, smo...",1110,train
train-4402,exl: javascript coder -ba/ sba - gurgaon,1.	4 -5 years of experience in building HTMP frontend using JS;We have an urgent requirement for a ...,4-7 yrs,,Gurgaon,3to6,"Javascript, Front End",1300,train
train-4404,manager- innovations-social business & new media for leading bank,Experience in leading strategic alliances for improving work place productivity and leading internal ...,6-11 yrs,,Mumbai,10to15,"social innovation, digital innovation...",1572,train
train-4405,maintenance engineer,Good command over Technical & Functional knowledge of all the Equipments equipped in crude oil ...,15-20 yrs,,Panvel,3to6,"preventive maintenance, production, breakdown analysis...",1307,train
train-4406,sourcing/ commodity manager,A minimum of 12 years of experience as an individual contributor and a minimum of 5 years as a people ...,12-14 yrs,,Bengaluru,10to15,"Procurement, Spend Analysis, Global Sourcing, Strategic Sourcing...",2956,train
train-4408,virtual office - manager - analytics,"p style=""margin:0cm 0cm 0.0001pt"" span style=""font-size:12pt"" span style=""font-family: Times New Roman , ...",4-8 yrs,Analytics,Pune,10to15,"SQL, SAS, Data quality, data manipulation, Analytics, Analytical, Python...",605,train
train-4412,sr android developer - xml /json,"- Must have hands on handling complex data for persistence storage in device;- Must have good analytical, ...",5-8 yrs,,Bengaluru,15to25,"XML, JSON, Technical Leadership, Project Management, Project Documentation,...",1002,train
train-4413,sap o&g/utilities sme,-At least 7-10 years experience of selling/Solutioning with SAP in the O&G/Utilities Verticals ...,12-18 yrs,,"Bengaluru, Hyderabad, Pune",15to25,"sales, marketing campaigns, analyst relations, solutioning, selling...",4370,train
train-4414,senior machine learning scientist,You will be working on a fast-paced cross-disciplinary team of engineers with solid industry experience ...,5-10 yrs,Analytics,Chennai,25to50,"Predictive Modeling, Data Analytics, Statistical Modeling, Machine Learning...",339,train
train-4415,business analyst - wholesale risk management,-Experience with commercial lending/Trade Finance experience;- Credit Approval Process experience key ...,6-10 yrs,,Hyderabad,10to15,"Commercial Lending, Banking, Trade Finance, Risk Management...",85,train
train-4418,client relationship executive in thane,SPECIFICATION ABOUT THE REQUIREMENT:;REQUIRED NOS: 10;SHOULD BE GOOD WITH EXCEL & EMAIL DRAFTING ...,0-1 yrs,,Mumbai,3to6,"client servicing, relationship management, Client Relationship Management",1391,train
train-4419,medical imaging engineer - ct/mri - c++/vtk/image processing,- B.Tech in computer science or a related field with corresponding emphasis on visualization and image ...,10-12 yrs,,Bengaluru,15to25,"C++, QT, Opencv, Image Processing, Opengl, Algorithms, Boost...",749,train
train-4426,senior business analyst - credit risk analytics,Experience in credit banking industry required;2-5 years of total experience of Data Analytics / Data ...,2-5 yrs,Analytics,"Delhi NCR, Bengaluru, Gurgaon",10to15,"Business Analyst, Credit Risk Analytics, Analytics, Credit Risk, VBA",1969,train
train-4429,accounts receivable / collections process / general ledger / o2c /,Immediate Requirement  Journal Entries processing and posting Variance analysis ...,0-5 yrs,,Bengaluru,6to10,"finance, accounts receivable, budgeting, fixed assets, general ledger...",2199,train
train-4430,presales consultant,"Have at least 8 years of experience overall in service industry,  preferably Engineering Services Wipro ...",8-12 yrs,,Kolkata,10to15,"RFP, Engineering services, Service industry, UX, Analytical skills...",4822,train
train-4434,technology consultant - aws/cloud,- Experience of managing cross functional teams consisting of internal and external stakeholders;- 4-9 ...,4-9 yrs,,Bengaluru,25to50,"technology consulting, sap, oracle, workday, salesforce, google, aws...",668,train
train-4437,"senior analyst , it infrastructure - monitoring eng",Experience with performance tuning as it relates to application performance;Good experience with ...,3-6 yrs,,Bengaluru,3to6,"Java, Web Services, MS SQL, Groovy, Networking, Design Engineering...",1173,train
train-4438,iqvia- openings with it recruitment team(third party roll),Must possess strong communication skills (English) and good interpersonal skills ;Any Graduate or Post ...,2-7 yrs,ANALYTICS,Bengaluru,6to10,"IT Recruitment, Screening, Telephonic, Sourcing, Hiring...",2035,train
train-4439,senior research analyst- equity research,Experience research Analyst to work with a hedge fund and support on carrying out financial research and ...,3-7 yrs,,"Mumbai, Chennai",15to25,"financial modelling, equity research, valuation",800,train
train-4440,vice president - risk analytics - credit risk - bfs,"-Performing all required tests and measures of developed models (e.g., sensitivity, accuracy, volatility ...",10-18 yrs,Analytics,"Gurgaon, Gurugram",6to10,"SAS, Anova, R, Finance, Accounting, Multivariate Analysis, Excel...",4877,train
train-4441,big data developer - iit/iim,- Should have independently worked on design and data ingestion concepts in a consultative mode ...,6-10 yrs,,Bengaluru,10to15,"DHTML, Javascript, XML, CSS, Hadoop, Java, Velocity, Postgres, SQL...",1988,train
train-4443,head supply chain,"Administering techno-commercial negotiation for finalisation of price, payment terms, financial & ...",15-20 yrs,,Ahmedabad,15to25,"Maintenance, Legal, Procurement, Purchase, Supply Chain, Dispute Resolution...",1402,train
train-4444,urgent requirement of asst.manager networking-bangalore,Should have knowledge about hospital dash board management;We are looking for a professional candidate ...,1-5 yrs,,Bengaluru,0to3,Communication Skills,3508,train
train-4446,"instrument supervisor , chemical industry , vapi","Greetings....!!!!!   We, Sarthee Consultancy, are having opening for Instrumentation ...",2-7 yrs,,Vapi,0to3,"ptw, job safety analysis, condition monitoring, functional testing...",3820,train
train-4447,opening for the post of sr data scientist _hinjewadi,"- Hands-on experience with data science toolkits, such as R, Weka, NumPy, MATLAB, etc;- Hands-on ...",7-12 yrs,,Pune,15to25,"data science, machine learning, algorithms, decision trees, Naive Bayes",568,train
train-4448,manager- b2b sales,Very good negotiation and query handling skills;Strong experience in B2B/ Corporate sales with a product ...,5-10 yrs,,Gurgaon,10to15,"B2B Sales, Upsell, Relationship Management, Demand Generation...",1759,train
train-4451,sr.enterprise soln. specialist,Overall Experience At least 10 years of IT experience working on the design and execution of data-driven ...,3-6 yrs,Analytics,Trivandrum,6to10,"SQL, SAP, Javascript, Agile, Salesforce, Analytics, SMS, FTP...",4541,train
train-4452,hr analytics,Assessing the requirement;Essential	Graduate with > 55\% marks and certification in Excel ...,5-6 yrs,Analytics,Mumbai,6to10,"hr analytics, excel, data analytics, hr reporting, Tableau, Dashboards",3460,train
train-4454,vice president - quantitative modeling lead - isi/iit,"In addition, you must possess the following non-technical traits:;ISI, IIT) with 8+ years of model ...",10-15 yrs,analytics,Bengaluru,25to50,"r, data analysis, statistical modeling, statistical programming, analytics,...",2972,train
train-4455,senior manager - sas - retail analytics,- Task Management - Basic level of project management knowledge and experience;- B-Tech or BE in any ...,8-12 yrs,Analytics,"Bengaluru, Gurgaon, Gurugram",15to25,"Manager - SAS, Retail Analytics, Analytics, SAS, Regression Modeling...",1969,train
train-4456,senior analytics engineer,Analysis and data organization must be a focus and follow the analytics product lifecycle methodology ...,7-10 yrs,Analytics,Bengaluru,10to15,"Analytics Engineer, HANA, data warehouse, HANA 2.0 architecture...",3676,train
train-4457,grc risk assessor - business analyst,Willing to work in Shift second as per project requirement;IT testing experience Sox internal audit or ...,4-6 yrs,,Mumbai,6to10,"sox, external audit, cobit, change management, business analysis...",837,train
train-4466,team leader for the digital marketing team,Utilize strong analytical ability to evaluate end-to-end customer experience across multiple channels ...,3-5 yrs,,"Dehradun, Haldwani",3to6,"digital marketing, sem, seo, social media, marketing campaigns, teamleadar,...",1911,train
train-4468,product manager - internet/mobile,- Must have strong conceptual knowledge of at least one programming language;Mandatory Experience ...,5-10 yrs,,Delhi NCR,15to25,"Marketing, Product Management, Consumer Behaviour, Product Development...",4298,train
train-4470,simplilearn - senior product manager - salesforce & internal,Hands-on tools experience across marketing automation tools and finance automation tools is crucial;Be ...,5-9 yrs,,Bengaluru,15to25,"sales process, marketing automation, market research, product management...",3935,train
train-4471,product manager,2-4 years industry experience building & shipping (multiple) consumer product(s);Speak to users and ...,2-4 yrs,analytics,Bengaluru,10to15,"user research, ux, visual design, product management, data analytics, stock...",3960,train
train-4472,audit consultant - bfs,"- Ability to think laterally, showcase business acumen and well versed in current trends and ...",3-6 yrs,,Mumbai,6to10,"Audit Consultant, Audit, Compliance, Internal Controls, Financial Audits...",3822,train
train-4474,business development executive,Qualification Any Graduate / Post graduate with prior sales experience;Lead Generation & follow up ...,1-6 yrs,,Chennai(MRC Nagar),0to3,"Business Development, B2B Sales, Marketing, Lead Generation, Online Sales...",2719,train
train-4476,analyst,Manage the India and APAC financial closing process coordinate everyones efforts to the schedule; ensure ...,8-13 yrs,,Hyderabad,10to15,"Technology leadership, Senior Analyst, Budgeting, Financial planning...",3216,train
train-4477,urgent requirement of business analyst (female) in mohali,"Candidate should have experience in Finance & accounting, Business Analyst, Cost & Budgeting, ...",3-6 yrs,,Mohali,0to3,"Finance, Accounting, Taxation, Budgeting, Costing, Banking...",258,train
train-4478,business analyst - ecommerce,Experience with creating intuitive user experiences through close collaboration with UX and web ...,6-10 yrs,,Dubai/ UAE,25to50,"use cases, impact analysis, business analysis, product analysis...",3524,train
train-4479,manager quality control,8)Having experience of handling 5-6 team members team;5) Should have a knowledge of to develop jigs & ...,10-15 yrs,,Khopoli,10to15,"mechanical engineer, quality engineer, q, quality control engineer, quality...",3509,train
train-4481,"technical business analysis, tech lead",At least 8- 10 years of Extensive work experience of AML/ KYC/ FATCA/ WL/ Payment or Check Fraud ...,8-10 yrs,,Pune,10to15,"Technical Lead, Business analysis, Consulting, Monitoring...",1527,train
train-4483,analyst - investment banking - iit,- Prior experience in investment banking / finance is not ...,0-4 yrs,,"Mumbai, Bengaluru",10to15,"pitch books, financial modelling, private equity, investment banking...",1730,train
train-4484,strategy head,in working with larger geographic teams & with cross- cultural teams Capabilities required: ...,20-22 yrs,Analytics,Bengaluru,15to25,"Consulting, Analytics, Change management, Risk management...",4822,train
train-4485,walk in drive for mnc investment banking,Freshers or Less than one year experience needed;Candidate should be ready to work in various investment ...,0-1 yrs,,"Bengaluru, Hyderabad",0to3,"Finance, Financial Analysis, Investment Banking",4578,train
train-4486,etl developer - business intelligence projects,"- Bachelors Degree in Computer Science, Information Systems, or other related field or equivalent work ...",3-8 yrs,,Pune,15to25,"Business Intelligence, Data Warehousing, Data Modeling, Business Analysis...",3319,train
train-4487,engineering manager,An Engineering graduate in Mechanical/ Electronics/ Mechatronics discipline with 5 to 6 years of ...,7-12 yrs,,Hyderabad,10to15,"purchase order, technical specifications, security operations...",3062,train
train-4489,senior software engineer,"Ability to build large enterprise-grade systems and have a high learnability quotient, good value system ...",3-5 yrs,,Bengaluru,15to25,"java, python, golang, design patterns, Data Structures, Object Oriented...",4014,train
train-4493,associate vice president- business intelligence,"12+ years hands-on experience in advanced data analytics, statistical modelling techniques,;Experience ...",12-18 yrs,analytics,Mumbai,15to25,"revenue cycle management, us healthcare, rcm, operations management...",2245,train
train-4494,senior/lead firmware engineer,"Have a strong knowledge of embedded product development, a good working knowledge of real time software ...",7-12 yrs,,Bengaluru,6to10,"software development, software engineering, software architecture...",4113,train
train-4495,senior consultant/practice leader - recruitment - human capital,"- 4-7 years experience, preferably in HR management consulting or from Corporate with passion to work in ...",3-7 yrs,Analytics,Gurgaon(B Block Sushant Lok Phase - I),6to10,"HR Analytics, Recruitment, Marketing, Human Resource Management...",1970,train
train-4496,business analyst,Greetings!!    we are looking for BA role.  Skills Requirement ...,5-10 yrs,,Noida,10to15,Business Analysis,106,train
train-4497,ts - us - assistant manager,At least 2 years of relevant external audit experience working with a public accounting firm and/or ...,3-5 yrs,,Gurgaon,6to10,"finance, accounting, cash flow, due diligence, financial planning, analysis...",1305,train
train-4498,sap fico consultant,"Experience should be in End-to-end Implementation, Rollout, Support, upgrade, enhancements in the below ...",4-8 yrs,,"Delhi NCR, Bengaluru, Chennai",15to25,"asset accounting, sap fico, sap finance, general ledger, copa...",116,train
train-4500,head delivery-providers,5-7 years of experience;Should understand technology well;Should ideally have a good pedigree;Some ...,5-7 yrs,Analytics,Delhi NCR,6to10,"Project Management, Client Interfacing, Client Management, Data Analytics...",3457,train
train-4501,software engineer - multiple role,Good Communication;Good Logical reasoning;Good ...,0-4 yrs,,Bengaluru(Banashankari+1),0to3,"software engineering, core php, laravel, codeigniter, angularjs, mysql...",2387,train
train-4503,ruby on rails developer,"Global experience in US, Australia & India, Worked with fortune 500 companies to prominent startups, ...",3-6 yrs,,Pune,3to6,"Linux, Postgresql, Ruby, Web Technologies, Web Application, Ruby Rails...",3020,train
train-4505,digital marketing professional,Highly creative with experience in identifying target audiences and devising digital campaigns that ...,5-7 yrs,analytics,Bengaluru,6to10,"seo, google adwords, sem, google analytics, digital marketing...",4604,train
train-4507,senior manager - marketing business system analyst - advertising,- Significant Experience managing teams of 10-15 employees across multiple functional areas;- 12+ years ...,13-18 yrs,,Bengaluru,25to50,"Database Marketing, Campaign Management, Digital Marketing, Unica Campaign,...",315,train
train-4510,associate vice president - technical architect,1.	Extensive experience with multiple software systems design tools and languages;12.	Working experience ...,12-16 yrs,,Chennai,25to50,"Java, Spring, Technical Architecture, Quality Improvement...",2919,train
train-4511,business analyst - payments,Experience as a Business Analyst in Payments Domain;Candidates from Pune & Mumbai ...,8-12 yrs,,"Mumbai, Pune",15to25,"Payments, SEPA, Business Analysis, GPP, Business Analyst",225,train
train-4512,sap sd/wm senior analyst for one of the largest  automotive,"Excellent communication skills, written and verbal, good inter-personal skills;This role requires ...",6-10 yrs,,Pune,10to15,"sap wm, sd module, sap sd, analyst, senior analyst, senior research analyst...",358,train
train-4516,big data lead engineer,"Good in mathematics, statistics, data structure and related algorithms;Skills Required: ...",5-10 yrs,,Indore,10to15,"algorithms, core java, data structures",2096,train
train-4517,web developer,Experience with designing and implementing full stack enterprise applications including front-end ...,4-9 yrs,,Bengaluru(Vasanth nagar),10to15,"CSS, Javascript, JQuery, Html5, Web Development, Rest, Web Services, Server...",772,train
train-4518,assistant brand manager - digital marketing specialist,Demonstrable experience in developing and successfully implementing digital;Candidates with agency ...,3-8 yrs,Analytics,Mumbai,6to10,"Digital Marketing, SEO, Social Media Marketing, SEM, Google Analytics...",4365,train
train-4520,junior officer/officer/sr. officer - r&d (api),F.	Experience of working with 50-100 lit glass assembly will be desired;E.	Should well versed with ...,1-4 yrs,,Vadodara,15to25,"HPLC, UV, GC, FTIR, Material Analysis, pharma formulation...",556,train
train-4521,digital marketing role - ecommerce,- Deep experience in media planning on digital across ...,4-7 yrs,Analytics,Delhi,10to15,"SEO, Digital Marketing, Google Analytics, Social Media Marketing...",1730,train
train-4522,ibm sterling integrator,Accenture Technology powers our clients businesses with innovative technologies established and emerging ...,4-8 yrs,,Mumbai,6to10,"Automation, EDI, FTP, Business process, Outsourcing, System maintenance...",190,train
train-4523,assistant manager - sas - banking,- Strong experience in Analytics;- Should have experience in Banking ...,4-6 yrs,Analytics,"Delhi NCR, Gurgaon, Noida",10to15,"Excel, Stakeholder Management, Project Delivery, Information Analysis",1969,train
train-4525,work from home - part time job,"event management, general trade , modern trade, Key Account Manager, Brand Management , Management ...",20-30 yrs,,Bengaluru(Indira Nagar+1),3to6,"customer care, bpo, hr, human resource management, recruitment, hiring...",2426,train
train-4526,chief financial officer - ngo/social services,15/20 years experience in the similar functions - 5 years must have been in a similar leadership role ...,15-20 yrs,,Mumbai,25to50,"finance function, accounting, financial reporting, taxation, budgeting...",70,train
train-4527,data scientist,Put across a roadmap for customers & also highlight technology requirement;Introduce and follow good ...,8-10 yrs,,Bengaluru,15to25,"Data Scientist, Text Mining, Data Mining, SVM, NN, OpenNLP, WordNet, NLTK...",4866,train
train-4529,analytics manager,Solid experience in data analysis and reporting; industry experience is a must;Position Grade Range ...,4-8 yrs,Analytics,Mumbai,6to10,"excel, sas sql, data analysis, analytics, data management, computer science...",1904,train
train-4530,senior nlp engineer - artificial intelligence/machine learning,- Experience with noisy and/or unstructured textual data (e.g;- Experience with open source ML/math ...,3-7 yrs,,Navi Mumbai,10to15,"Deep Learning, Artificial Intelligence, Machine Learning, NLP, Data Mining,...",1947,train
train-4531,data scientist,"Founded in Jan 2017, we focus on the fast-growing analytics space, executing projects for Fortune 1000 ...",2-6 yrs,analytics,Chennai(Adyar),15to25,"data extraction, sql, vba, advanced excel, r, data analytics, data mining...",1679,train
train-4532,data scientist - artificial intelligence & machine learning -,- Should participate in the complete project cycle i.e;- Should be able to learn new tools/languages ...,5-10 yrs,,Bengaluru,15to25,"Data Scientist, Artificial Intelligence, Machine Learning, programming, R...",4328,train
train-4535,business analyst/senior business analyst,"Develop, document and maintain complex business models and should interact with all departments and ...",4-8 yrs,Analytics,Bengaluru,15to25,"Customer Segmentation, Business Process Analysis, Excel, Google Analytics...",2401,train
train-4538,senior data analyst,5+ years experience in an analytical role in Technology and Consulting;Hands on experience with data ...,4-7 yrs,,Kolkata,10to15,"Cluster Analysis, Factor Analysis, R, Data Analysis, Data Mining...",122,train
train-4540,web analyst,- Experience with Adobe Site Catalyst and can demonstrate an ability to translate raw data into ...,1-4 yrs,analytics,Bengaluru,0to3,"web analysis, web technologies, sql, web analytics, Adobe Site Catalyst",1399,train
